iter	RMSE
453	0.1202008327
454	0.1200362262
455	0.1198582422
456	0.1196955149
457	0.1194943374
458	0.1193728828
459	0.1192076213
460	0.1190733463
461	0.1189345489
462	0.1187184314
463	0.1185826608
464	0.1184266861
465	0.1182814661
466	0.1181673194
467	0.1180308381
468	0.1179189674
469	0.1177789696
470	0.1176127824
471	0.1174931527
472	0.117386254
473	0.117235573
474	0.1170501516
475	0.1169219967
476	0.116812238
477	0.116696785
478	0.1165175157
479	0.1163414309
480	0.1162040222
481	0.1159626802
482	0.1157829305
483	0.1156232462
484	0.1154401101
485	0.1152496606
486	0.11507606
487	0.114942914
488	0.114764906
489	0.114626379
490	0.1144949511
491	0.11431794
492	0.1142230179
493	0.1140446534
494	0.1138824014
495	0.1137859963
496	0.1136418317
497	0.1135259073
498	0.1133515096
499	0.1131106873
500	0.1129484321
501	0.1128383042
502	0.1127055445
503	0.1125639813
504	0.1124527297
505	0.1122659325
506	0.1121594555
507	0.1119478446
508	0.1118150914
509	0.1117180806
510	0.1115750951
511	0.1114322602
512	0.111288331
513	0.11113056
514	0.1109302668
515	0.1107579934
516	0.1105843626
517	0.110426225
518	0.1103136768
519	0.1101245359
520	0.1099845985
521	0.1098524391
522	0.1097694914
523	0.1096698354
524	0.1095398973
525	0.1094359446
526	0.1093088331
527	0.1091889665
528	0.1090484437
529	0.1088588959
530	0.1086789768
531	0.1085312599
532	0.1084017079
533	0.1083074199
534	0.1081533263
535	0.1080431264
536	0.1079199498
537	0.1077846674
538	0.1076379264
539	0.1074286388
540	0.1073012716
541	0.1071605664
542	0.1070514348
543	0.106934411
544	0.1066940666
545	0.1064873923
546	0.106388045
547	0.1062608991
548	0.1061651578
549	0.1060767634
550	0.1059318313
551	0.1058538606
552	0.1057626835
553	0.1056756959
554	0.1055219909
555	0.1054081516
556	0.1052216794
557	0.1050854358
558	0.1049900086
559	0.1049077044
560	0.1047741309
561	0.104621034
562	0.1045152757
563	0.1043556628
564	0.1041797634
565	0.1040548272
566	0.1039745088
567	0.1038922913
568	0.1037505728
569	0.10364807
570	0.1035204026
571	0.1033786695
572	0.1032818756
573	0.1032033142
574	0.1030596194
575	0.1029033818
576	0.1027795018
577	0.1026850834
578	0.1025736606
579	0.1024942703
580	0.1023915213
581	0.1022810075
582	0.1021745301
583	0.1020672148
584	0.10195478
585	0.101803309
586	0.1016420005
587	0.1015285773
588	0.1014181627
589	0.1012480138
590	0.1011228036
591	0.1010459174
592	0.1009425831
593	0.1008494938
594	0.1007413663
595	0.1006087281
596	0.1004992083
597	0.1003929823
598	0.1002598919
599	0.1001705282
600	0.100071499
601	0.0999809726
602	0.09989818455
603	0.09980094296
604	0.09968487262
605	0.09960991678
606	0.09951353012
607	0.09939785756
608	0.09930435487
609	0.09917058973
610	0.0990929993
611	0.09896332112
612	0.09888651507
613	0.0987702054
614	0.09859437665
615	0.09844953942
616	0.09831406282
617	0.09823570286
618	0.0981219068
619	0.09800219992
620	0.09793456169
621	0.09781267616
622	0.09768959462
623	0.09755299747
624	0.09746047855
625	0.09736789024
626	0.09728433436
627	0.09716717765
628	0.09709691441
629	0.09696957673
630	0.09686047236
631	0.09677634068
632	0.0965952487
633	0.09644052791
634	0.09635847179
635	0.09625606978
636	0.09613777653
637	0.09594377778
638	0.09581961306
639	0.09571991495
640	0.09559536502
641	0.09550909955
642	0.09538405924
643	0.09527749674
644	0.09519580813
645	0.09510007121
646	0.09502263546
647	0.09490486181
648	0.09481364206
649	0.09470077648
650	0.0946044701
651	0.09453779468
652	0.09445543945
653	0.09436002211
654	0.09427917596
655	0.09419407538
656	0.09408380654
657	0.09400981286
658	0.093908374
659	0.09382815154
660	0.0937226953
661	0.09362373455
662	0.09349363069
663	0.09336825309
664	0.09327631279
665	0.09314615912
666	0.09306674662
667	0.0929643919
668	0.0928839166
669	0.09278867889
670	0.09263838643
671	0.09257845813
672	0.09248375281
673	0.09241475785
674	0.09232416883
675	0.0922297064
676	0.09213310039
677	0.09206269799
678	0.09196735363
679	0.09190242037
680	0.09180283251
681	0.09168915668
682	0.09161774372
683	0.09150865979
684	0.09142398856
685	0.09135994326
686	0.09122432837
687	0.09114763918
688	0.09107978803
689	0.09099274995
690	0.09089867134
691	0.09083476914
692	0.09076061582
693	0.09063128622
694	0.09056373876
695	0.09050919477
696	0.09041977707
697	0.090369043
698	0.09029889924
699	0.09022270449
700	0.09014700406
701	0.09009270113
702	0.08998326626
703	0.08991853234
704	0.08981914604
705	0.08972824968
706	0.08963234546
707	0.08958689599
708	0.08945778652
709	0.0893841288
710	0.0893232112
711	0.08925076495
712	0.08909371511
713	0.08902657694
714	0.08893278388
715	0.0888458746
716	0.08872327807
717	0.08866498175
718	0.08858373509
719	0.08851655811
720	0.08845292934
721	0.0883407163
722	0.08824221208
723	0.08810734698
724	0.088051412
725	0.08796301752
726	0.08789580471
727	0.08779891019
728	0.08771778807
729	0.08759705256
730	0.08752139372
731	0.08743651388
732	0.08737778329
733	0.08730326857
734	0.08721809999
735	0.08709942301
736	0.08704494797
737	0.08691417852
738	0.08683958135
739	0.08676797638
740	0.08666614452
741	0.08656031253
742	0.08647592149
743	0.08636218457
744	0.08627565104
745	0.08621353958
746	0.08615924422
747	0.08605954719
748	0.08597931612
749	0.08590208733
750	0.08581285684
751	0.08577049438
752	0.08568152916
753	0.08556945859
754	0.08549512629
755	0.0854250154
756	0.0853145531
757	0.08524722823
758	0.08515845185
759	0.08511636559
760	0.08504696202
761	0.08498310498
762	0.08487818874
763	0.08480369129
764	0.08470584575
765	0.08458407955
766	0.08454425964
767	0.08450842339
768	0.08443289219
769	0.08436578815
770	0.08428252776
771	0.08420386099
772	0.08410315338
773	0.08399013232
774	0.0839044442
775	0.08383376865
776	0.08373360208
777	0.08366772844
778	0.08361218733
779	0.08352212013
780	0.08346421937
781	0.0833479383
782	0.0832511416
783	0.0831789896
784	0.08310194376
785	0.08303775419
786	0.0829781071
787	0.08290112241
788	0.08284927874
789	0.0827583142
790	0.08268001446
791	0.08262562067
792	0.08257053138
793	0.08249460481
794	0.08244234937
795	0.08236405741
796	0.08226231921
797	0.08217593224
798	0.08209600578
799	0.08203437835
800	0.08198898832
801	0.08190720983
802	0.08177628405
803	0.08170576148
804	0.0816515691
805	0.08158665724
806	0.08150644593
807	0.0814230933
808	0.08134803599
809	0.08130447081
810	0.08125399183
811	0.08120212434
812	0.08115890129
813	0.08110094024
814	0.08102074729
815	0.08096811269
816	0.08089066308
817	0.08077572166
818	0.08072985681
819	0.08069303269
820	0.0806510755
821	0.08055073671
822	0.08047681712
823	0.08041613949
824	0.08036190764
825	0.08028055075
826	0.08020955139
827	0.08016055537
828	0.08008336709
829	0.07998941845
830	0.07993695961
831	0.07987058582
832	0.07979926011
833	0.07974396804
834	0.07964224754
835	0.07955782299
836	0.07948166684
837	0.07939930806
838	0.07934505775
839	0.07925718129
840	0.07918509346
841	0.07911288559
842	0.07906409883
843	0.07899708764
844	0.0789272478
845	0.07886172224
846	0.07881653741
847	0.07872743032
848	0.07868629715
849	0.07858919473
850	0.07850598572
851	0.07846138612
852	0.07838474262
853	0.07831803122
854	0.07826486087
855	0.07816675547
856	0.07809780921
857	0.07801034644
858	0.07793596637
859	0.07786227503
860	0.07779264936
861	0.07774917024
862	0.07765866707
863	0.07759123464
864	0.07749610574
865	0.07744278579
866	0.07736894939
867	0.07732215304
868	0.07726257835
869	0.07719954837
870	0.0771239387
871	0.07708059999
872	0.07702679399
873	0.07696240194
874	0.07691139164
875	0.07685448054
876	0.07680589189
877	0.07675975568
878	0.0767027279
879	0.07664925284
880	0.07654603516
881	0.07647394681
882	0.07643376246
883	0.0763804945
884	0.0763304388
885	0.07625297407
886	0.07620344352
887	0.07614031144
888	0.07604692388
889	0.07596364634
890	0.07588778973
891	0.07580056162
892	0.07572762586
893	0.07564731513
894	0.07557384999
895	0.07550482544
896	0.07545695416
897	0.07539536115
898	0.0753492444
899	0.07527072905
900	0.07520460036
901	0.07513516844
902	0.07508578736
903	0.07502101767
904	0.07496278881
905	0.07489911344
906	0.07482372509
907	0.07478063254
908	0.07470007591
909	0.07462162509
910	0.07456320896
911	0.07453356541
912	0.07448195901
913	0.07442522244
914	0.0743672714
915	0.07430489919
916	0.07426398709
917	0.07422599928
918	0.07414098464
919	0.07410245618
920	0.07402181144
921	0.07396121601
922	0.07392204429
923	0.07387188616
924	0.07383717864
925	0.07377393206
926	0.07369812894
927	0.07365619729
928	0.07360236515
929	0.07355697079
930	0.07351033463
931	0.07346160573
932	0.07339558761
933	0.07333833079
934	0.0732787939
935	0.07320844944
936	0.07313456699
937	0.07304767449
938	0.07298721471
939	0.07294054571
940	0.07289223484
941	0.07284629361
942	0.07278704912
943	0.07274472588
944	0.07267837754
945	0.07262494049
946	0.07259144877
947	0.07251165421
948	0.07243779884
949	0.07239669464
950	0.07235533264
951	0.07229968107
952	0.07222201287
953	0.07215430567
954	0.07210589203
955	0.07205051825
956	0.07199415116
957	0.07193724084
958	0.07187439723
959	0.07183704508
960	0.07178561192
961	0.07175231402
962	0.07170016298
963	0.07165520017
964	0.07161281907
965	0.07156053114
966	0.07152978533
967	0.0714627262
968	0.07139220236
969	0.07131812351
970	0.07125903829
971	0.07119693759
972	0.0711387618
973	0.0710956942
974	0.07105388569
975	0.07100299825
976	0.07095805505
977	0.07091042081
978	0.07087434882
979	0.07084028477
980	0.07078255459
981	0.07073880964
982	0.07066957752
983	0.07061918512
984	0.0705630871
985	0.07052471255
986	0.07047336147
987	0.07040699889
988	0.07035550854
989	0.07030157611
990	0.07026092274
991	0.07020579371
992	0.07012952621
993	0.07006675634
994	0.07002284647
